,fecha,titulo,volanta,autor,texto,url
10,,,,,,https://www.eluniversal.com.mx/nacion/seguridad
11,09/04/2020,"

Médicos piden disculpa de Zoé Robledo y también equipo médico en Tlalnepantla

","
Negar la presencia de brotes en los hospitales no conducirá a gestionarlos, dicen en carta al director general del IMSS ",Perla Miranda,"
Al denunciar que 19 de 26 médicos residentes de Medicina Interna y siete estudiantes internos del Hospital General Regional (HGR) 72 del IMSS están contagiados con Covid-19, los profesionales de la salud exigieron una disculpa pública del director general, Zoé Robledo Aburto, así como equipo de protección personal e insumos suficientes para atender a la derechohabiencia. 
“Negar la presencia de brotes en los hospitales no conducirá a gestionarlos, además de otorgar los insumos suficientes para el diagnóstico, valoración y tratamiento de los pacientes no solo con Covid-19 sino para el resto que se encuentra en una situación de extrema importancia dada la falta de insumos generales que por años ha aquejado este hospital y que ahora más que nunca se hace evidente”, indica la carta dirigida al secretario de Salud, Jorge Alcocer Varela. 
En el documento que también se dirige a Hugo López-Gatell Ramírez, se denuncian omisiones y falta de equipo de protección personal así como capacitación, lo que derivó en el contagio del personal de salud. 
Los médicos relatan que el pasado 24 de marzo ingresó al servicio de Medicina Interna una paciente con cuadro respiratorio, aún cuando la instrucción era que ningún derechohabiente con este tipo de afección sería ingresado a piso. 
“Ante esta precaria situación tomamos las medidas necesarias comprando por nuestros propios medios material para nuestra protección como cubrebocas quirúrgicos y N95, así como goggles, mascarillas, jabón, alcohol-gel y toallitas húmedas con cloro porque no había suficientes en el hospital y las autoridades nos indicaron que era parte de nuestro compromiso como médicos conseguir recursos por nuestros propios medios”. 
Los médicos residentes, en calidad de pacientes con Covid-19 exigieron que esta situación no se reproduzca en otros hospitales; “que se aprenda rápidamente de los errores para evitar que los trabajadores de la salud sin importar nuestra categoría al interior de las diferentes instituciones enfermemos. Queremos trabajar, queremos servir y queremos vivir para enseñar a las siguientes generaciones”.
rmlgv/ml
",https://www.eluniversal.com.mx/nacion/tlalnepantla-medicos-piden-disculpa-de-zoe-robledo-y-tambien-equipo-medico
12,,,,,,https://www.eluniversalvideo.com.mx/videos/v_jVaYfOtAwYw.html
13,10/04/2020,"

López Obrador dice que está bien de salud; ""tengo presión de joven”

","
“De salud estoy bien, no tengo ningún problema, soy hipertenso, pero me tomo mis pastillas. Constantemente me tomo la presión, estoy bien, tengo presión de joven”, dice Andrés Manuel López Obrador, presidente de México
",Alberto Morales y Pedro Villa y Caña,"
El presidente Andrés Manuel López Obrador aseguró que se encuentra bien de salud y, aunque es hipertenso, tiene la presión arterial, dijo, de un joven.
“De salud estoy bien, no tengo ningún problema, soy hipertenso, pero me tomo mis pastillas. Constantemente me tomo la presión, estoy bien, tengo presión de joven”.
El presidente López Obrador aseguró que sigue las recomendaciones de los médicos contra el coronavirus, pero no ningún cuidado especial. 
“Tengo dos reuniones diarias al día por el coronavirus, haciendo recuento y atendiendo todo”, comentó.
 
",https://www.eluniversal.com.mx/nacion/la-mananera-amlo-dice-que-esta-bien-de-salud
14,03/04/2020,"

#MéxicoSinCerveza: Covid-19 pega a la economía mexicana

","
Dentro de las actividades esenciales no figuran la elaboración de bebidas alcohólicas ",Redacción,"
Grupo Modelo anunció ayer por la noche que detendrá sus producciones, en línea con las medidas impuestas por el Gobierno Federal en torno a la emergencia sanitaria por coronavirus Covid-19.
Ello iniciará una serie de afectaciones que van desde agricultores, vendedores, restaurantes y puntos de venta.
A pesar de que el gobierno de la Ciudad de México aseguró que no entrará en vigor la Ley Seca a causa del Covid-19, la realidad es que los representantes más importantes de la industria cervecera de nuestro país, Grupo Modelo y Heineken, entrarán en paro de actividades, debido a la emergencia sanitaria, pues el Gobierno Federal determinó que sólo podrán seguir operando empresas e instituciones cuyas actividades sean esenciales, dentro de las cuales no figuran la elaboración de bebidas alcohólicas.
Lee también Analiza AMLO lista de actividades esenciales ante polémica por cerveza
Dicho esto, el paro de las cerveceras impacta directamente a cientos de familias que laboran en una de las industrias más icónicas del país, pues no solo se trata de aquellos que ejercen en las plantas cerveceras, sino que el impacto llegará en mayor medida a los agricultores, abarroteros, restaurantes y todos aquellos que dependen de esta fuente de ingresos
Diversas instituciones internacionales, como Bank of América, han pronosticado una recesión para la economía mexicana. El paro cervecero, por su tamaño, bien podría agudizar los efectos de esta contracción.
cg
",https://www.eluniversal.com.mx/nacion/mexicosincerveza-covid-19-pega-la-economia-mexicana
15,08/04/2020,"

Hasta 26 mil casos de coronavirus en México, estima Secretaría de Salud

","
En conferencia de prensa, Hugo López-Gatell mostró el modelo Centinela, que permite hacer el estimado, donde por cada caso positivo hay 8 más que no llegan a consulta ",Teresa Moreno,"
Read in English
La Secretaría de Salud estimó que en el país hay 26 mil casos de coronavirus. Esto quiere decir que por cada caso confirmado, hay cuando menos ocho que no han sido detectados por el sistema de salud nacional, ya sea porque no acudieron al médico o porque no se les aplicó la prueba de detección del virus. 
En conferencia de prensa para dar a conocer el avance de la epidemia por coronavirus Covid-19, el subsecretario de Prevención y Promoción de la Salud, Hugo López-Gatell Ramírez, explicó que de acuerdo con el método Centinela de vigilancia epidemiológica, se estima la existencia de 26 mil 519 casos en todo el país.
En la conferencia, al principio, informaron que hay actualmente en el país 3 mil 181 casos positivos, confirmados, contra 174 defunciones.
“Nosotros estimamos 26 mil casos. Alguien podría decir: ‘ustedes son mucho más que varios países latinoamericanos que tienen mil y tantos'. No. Nosotros reconocemos explícitamente que tenemos 26 mil, en cualquier otro país que tengan solamente los casos observados, hay que corregir”, dijo. 
También lee: Túneles sanitizantes podrían no lograr desinfectar el coronavirus y causar daños: SSa
Explicó que México utiliza el método Centinela de vigilancia epidemiológica el cual ha sido “científicamente fundamentado, de vigilancia eficiente” que se estableció en 2006 y fue desarrollado por Estados Unidos, la Organización Panamericana de la Salud (OPS) y la Organización Mundial de la Salud (OMS) en 2005. 
Dicho modelo permite tener un reconocimiento de cómo se comporta la epidemia de Covid-19 en México y cómo se tienen que tomar las decisiones de control y prevención de acuerdo con la realidad que se identifica. 
“Eso nos permite asumir la realidad como es y no como equívocamente se piensa que es, en el sentido de que sólo lo que se ve, existe”, dijo López-Gatell en la conferencia.
rmlgv/ml
",https://www.eluniversal.com.mx/nacion/coronavirus-hasta-26-mil-casos-de-covid-19-en-mexico-estima-secretaria-de-salud
16,07/04/2020,"

No vayan a la playa en Semana Santa, pide AMLO

","
El presidente dijo que hoy se dará conocer una recomendación de carácter legal en ese sentido, pero no es eso lo mero principal, sino el prevenir y salvar vidas; señala que viene la etapa más difícil de la pandemia del coronavirus ","Alberto Morales, Perla Miranda y Pedro Villa y Caña","
El presidente Andrés Manuel López Obrador hizo un llamado a que en esta Semana Santa los ciudadanos no vayan a la playa, que nos quedemos en casa, porque viene la etapa más difícil de la pandemia del coronavirus.
En su conferencia de prensa, en Palacio Nacional, el presidente López Obrador reiteró que no habrá medidas autoritarias con el objeto de mantener a las personas en sus hogares porque su gobierno confía en la responsabilidad de las personas.
“Si por Semana Santa alguno están visitando las playas, les hago un llamado a que no lo hagan, no es un asunto de prohibición o de que usemos a  la Policía, o la Guardia Nacional. Estoy seguro que la gente nos va a hacer caso”.
Leer también: Esta Semana Santa la fiesta en Acapulco se canceló
El mandatario dijo que hoy se dará conocer una recomendación de carácter legal en ese sentido, pero no es eso lo mero principal, sino el prevenir y salvar vidas.
El subsecretario de Salud, Hugo López-Gatell aseguró que no son vacaciones por lo que reiteró el llamado a todos a quedarnos en casa.
“No vayan de paseo es porque van a dispersar el virus en las comunidades sociales más vulnerables”, dijo.



Especial


Coronavirus (COVID-19)

Mundo


Noticias y análisis sobre la pandemia del 2020 







",https://www.eluniversal.com.mx/nacion/coronavirus-no-vayan-la-playa-en-semana-santa-pide-amlo
17,09/04/2020,"

Nahle se radicaliza ante la OPEP y compromete a Hacienda

",,,"
En un entorno de alta volatilidad para las cotizaciones del petróleo, la Organización de Países Exportadores de Petróleo y miembros invitados (OPEC+) se reunieron este jueves para sellar un acuerdo de reducción de la oferta y ponerle fin, o al menos una pausa, a la guerra de precios entre Rusia y Arabia Saudita.
Fue una negociación inédita, no solo porque se dio en un contexto de crisis económica y sanitaria por el Covid-19, sino también por la negativa de México a ceder en los acuerdos y alargar la reunión virtual hasta siete horas debido a que pidió consultar varias veces las decisiones con el presidente Andrés Manuel López Obrador.
La escena concluyó con la súbita salida de la secretaria de Energía, Rocío Nahle, de la reunión, luego de no aceptar los términos que propusieron los miembros de la OPEP, en los que México se comprometería a recortar la producción en 400 mil barriles diarios para totalizar una baja de 10 millones entre todos los países durante mayo y junio. 
Aunque México no es miembro formal y activo del ‘cártel’ de los países petroleros, como sí lo son Rusia, Arabia Saudita y Estados Unidos, la reacción de la secretaria de Energía puso en riesgo las negociaciones y junto con ello el prestigio del país, que pasó de ser visto como un facilitador de acuerdos a uno que los dinamita. 
Puedes leer: OPEP aplaza gran recorte de petróleo a la espera de México
Así, mientras la noticia de que Nahle tensó la reunión de la OPEP+ corría como pólvora en las redes sociales y los medios internacionales, la Secretaría de Energía se resistía a comunicar los acuerdos. 
Fue hasta las 19:55 horas cuando Rocío Nahle publicó en su cuenta que México propuso una reducción de apenas 100 mil barriles diarios durante los próximos dos meses, para pasar de un millón 781 mil barriles diarios a un millón 681 mil barriles. 
De acuerdo con reporteros de medios especializados, Nahle propuso ajustes utilizando como base la producción futura con la que pretende cerrar 2020, de casi 1.9 millones de barriles, y no la actual, como el resto de los países. “Tomando en cuenta la proyección de 1.9 millones de barriles que va a alcanzar México en 2020, se podría recortar la producción a 1.68 millones”, planteó la secretaria, generando la molestia de muchos de los ministros y jefes de Estado presentes en la reunión. 
El experto del sector energético, Gonzalo Monroy, respondió a la secretaria de Energía que la reducción propuesta por México en la reunión de alto nivel más bien compromete la producción de los privados, pero no de Pemex, la cual fue de un millón 721 mil barriles diarios al mes de febrero. 
Lee también: México propone recortar 100 mil barriles diarios; OPEP pedía 400 mil
Lo contradictorio del asunto es que el presidente Andrés Manuel López Obrador se quejó hace unos días de que la petroguerra entre Arabia Saudita y Rusia había tirado los precios del petróleo, particularmente los de la mezcla mexicana de crudo cuya cotización se desplomó hasta 80% y actualmente está muy por debajo de lo que estimó su gobierno. Este jueves el barril de petróleo de México cerró en 16.54 dólares por barril versus los 49 dólares originales y los 24 dólares que presupuestó Hacienda en sus ajustes el pasado 1 de abril. 
Incluso, hace apenas hace una semana, en una videoconferencia con Larry Fink, el CEO de BlackRock, el Presidente llamó a actuar con responsabilidad. “Hablaba yo del desacuerdo de Rusia con Arabia. Cómo en el momento en que más comienza a afectar el virus a la economía, viene este desacuerdo del que aún no se llega (a un acuerdo)"", dijo. 
Así, la reacción inédita de México en una reunión de la OPEP no solo pasará a la historia como algo negativo para el país y sus relaciones con el resto del mundo, sino que pone aún más en riesgo las finanzas de Pemex y del gobierno, ya que si el precio del barril no aumenta, ambas se deteriorarán a una mayor velocidad, con la posibilidad de que las calificadoras vuelvan a degradar a la empresa estatal y al soberano. 
Te puede interesar: Rusia y Arabia Saudita logran acuerdo; petróleo al alza
Este viernes, los ministros de Energía de los países del G20 continuarán con las discusiones y buscarán sellar el nuevo pacto. Todos llegarán con un acuerdo bajo el brazo, menos la mexicana Rocío Nahle, quien tendrá que lidiar con su vergonzosa participación y renuncia inédita a las negociaciones. El 15 de abril toca el turno al secretario de Hacienda, Arturo Herrera, en una reunión de ministros de finanzas del G20, quien habrá de tragarse el sapo porque, ya se sabe, la secretaria de Energía no se mandó sola: la decisión de renunciar a las negociaciones de la OPEP vino del jerarca mayor: Andrés Manuel López Obrador. 
@MarioMal
",https://www.eluniversal.com.mx/opinion/mario-maldonado/nahle-se-radicaliza-ante-la-opep-y-compromete-hacienda
18,01/04/2020,"

Aclara Omar Fayad qué son las ""gotas mágicas"" de Olga Sánchez

","
El gobernador de Hidalgo señaló que las gotas se las envió la titular de Gobernación, Olga Sánchez Cordero, y contienen extractos cítricos, terpenos, flavonoides, naranjina y vitamina C ",Redacción,"
El gobernador de Hidalgo, Omar Fayad aclaró que las ""gotas mágicas"" que recibió de parte de la secretaria de Gobernación, Olga Sánchez Cordero para hacer frente al coronavirus son nanoparticulados.
A través de un mensaje en Twitter, el mandatario estatal agregó que el producto contiene extractos cítricos, terpenos, flavonoides, naranjina y vitamina C.
 

Sé que a muchos les llamaron la atención las gotas ""mágicas"" que me regaló mi maestra @M_OlgaSCordero. Para todos los que me preguntaron son nanoparticulados en gotas con extractos cítricos, terpenos, flavonoides, naranjina y vitamina C. ¡Saludos!
 — Omar Fayad (@omarfayad) April 1, 2020

Omar Fayad escribió ayer en Twitter que recibió ""gotas mágicas"" de la secretaria de Gobernación, Olga Sánchez Cordero para hacer frente al Covid-19.
 

Muchas gracias por las gotas mágicas y por todas tus atenciones querida amiga y maestra @M_OlgaSCordero.
 — Omar Fayad (@omarfayad) 31 de marzo de 2020

También lee: Suman 3 gobernadores con Covid-19; ahora contagiado el de Querétaro
Cabe destacar que el gobernador de Hidalgo informó la semana pasada que había sido diagnosticado con coronavirus, por lo que decidió permanecer en su casa aislado.
De acuerdo con algunas entrevistas que ofreció posteriormente, el mandatario estatal señaló que los síntomas que había padecido el fin de semana fueron muy fuertes, entre los que mencionó dolor de cabeza y dificultad para respirar.
Ayer participó a través de un enlace en la reunión que encabezó Olga Sánchez Cordero con los gobernadores del país para definir las estrategias a seguir durante la emergencia sanitaria por el coronavirus.
 
",https://www.eluniversal.com.mx/nacion/coronavirus-en-mexico-aclara-fayad-que-son-las-gotas-magicas-de-olga-sanchez
19,09/04/2020,"

AMLO comparte “Esto pasará"", canción para levantar ánimo ante el coronavirus

","
La cantante Eugenia León, quien interpreta el tema, fue quien le envió al Presidente el video, en el que se exhorta a la población a mantener el ánimo arriba ante la pandemia del Covid-19
",Pedro Villa y Caña y Alberto Morales,"
Esta noche, el presidente Andrés Manuel López Obrador compartió en redes sociales el video de la canción “Esto pasará”, que le envió la cantante Eugenia León y en el que se exhorta a la población a mantener el ánimo arriba ante la pandemia del Covid-19. 
En su cuenta de Twitter, López Obrador reconoció el trabajo de los músicos quienes, por la contingencia, trabajaron vía remota desde sus casas. 
“Esto pasará. Así se llama la canción que me envió Eugenia León y que comparto con ustedes. Todos los músicos hicieron un gran trabajo remoto, como se usa ahora, desde casa”, escribió el mandatario. 
 

«Esto pasará». Así se llama la canción que me envió Eugenia León y que comparto con ustedes.
 Todos los músicos hicieron un gran trabajo remoto, como se usa ahora, desde casa. pic.twitter.com/PthPql4jB3
 — Andrés Manuel (@lopezobrador_) April 10, 2020

Este jueves, en su conferencia matutina, el Presidente comentó que “una amiga” había escrito una canción en referencia a la situación del coronavirus.
Cabe señalar que al final del video, el crédito de la letra aparece para Beatriz Gutiérrez Müller, esposa de López Obrador. 
También lee: “Seguimos reforzando estrategia contra el coronavirus”: dice AMLO

Manifestó que no es tiempo para flaquezas o depresiones, sino que “es tiempo para la entereza y para decir: vamos adelante, tener confianza en nosotros mismos y pensar en la fortaleza, de la grandeza del pueblo de México, de las hazañas que ha realizado el pueblo de México”. 
“En el caso del coronavirus vamos bien, si se compara con lo que ha sucedido en otros países. Claro, todavía no es el momento de hacer el análisis, la revisión, el balance, pero va a llegar el día porque, como les hablaba yo de la canción que está por salir, ‘Esto pasará’, esto pasará”. 
Eugenia León es una cantante cercana a Andrés Manuel López Obrador y ha participado junto con él en diversos actos, tanto como candidato presidencial, como posteriormente al asumir la Presidencia de la República.
La cantante, que ganó el Festival OTI en 1985, participó en el cierre de campaña de López Obrador en el Estadio Azteca donde interpretó la canción “La Paloma”, además de que ha estado en diversos actos político-musicales, llamados “AMLOFest”. 
Esta es la letra de “Esto pasará”:
El miedo de hoy, mañana será templanza, 
El llanto será esperanza y evolución
Estamos en pausa, pero el amor avanza
En tiempos desoladores por dentro nos crecen flores y compasión 
Esto pasará, esto pasará
Esto pasará
Tenemos el cielo intacto y la tormenta terminará 
Esto pasará, esto pasará
Es sólo cuestión de tiempo
La música del silencio renacerá
Esto pasará 
Lo que hoy es incertidumbre, será sonrisa 
y se acabará este ciclo de oscuridad
Mañana se irán los muros, vendrá la brisa 
y ya nunca olvidaremos que cada segundo es una oportunidad
Esto pasará
Tenemos el cielo intacto y la tormenta terminará
Y mi corazón ardiendo como espigas en la sierra
La tierra, es hora de escuchar
",https://www.eluniversal.com.mx/nacion/amlo-comparte-esto-pasara-cancion-para-levantar-animo-ante-el-coronavirus
20,,,,,,https://www.eluniversal.com.mx/nacion/sociedad
21,02/04/2020,"

Crea careta para proteger a quien se expone al virus

","
Envía productos a 2 hospitales del país; tiene más de 100 mil solicitudes ",,"

Read in English
 “Estás ayudándonos a salvar nuestras vidas para poder salvar más”, fue el mensaje que una enfermera le envió a Alex Garza, quien es un empresario de 27 años y que está elaborando “caretas de vida” para la protección de médicos y enfermeras que combaten en la primera línea al Covid-19.

Alex Garza es originario de Monterrey, Nuevo León, tiene un grupo de empresas llamado Grupo Crece, estudió administración de empresas en la Universidad Autónoma de Nuevo León, pero el dinero se le está acabando; solamente podrá producir un máximo de 10 mil caretas para donarlas a diferentes hospitales del país; las peticiones se desbordaron y ya le solicitaron más de 100 mil.

El pasado lunes publicó su iniciativa de elaborar las caretas y donarlas a distintos hospitales del país, pero de inmediato le llovieron las solicitudes de médicos y enfermeras de todo el país.

“Esas 100 mil no las puedo cubrir, estoy pensando regalar aproximadamente entre 7 mil y 10 mil, dependiendo los costos de los materiales, y no nos estamos dando mucho abasto, nuestra red social ya se saturó tanto que Facebook ya no nos deja enviar mensajes”, detalla.

Cabe destacar que esta careta es un producto clínico secundario que usan los doctores y enfermeras, los elementos primarios que se utilizan ante esta amenaza biológica son googles y cubrebocas, y se recomienda además utilizar la careta.
 Alex Garza planea hacer 100 caretas por cada hospital.

“El proyecto de las caretas nace aproximadamente hace tres semanas, porque parte de mi familia en diferentes partes del país son médicos y ellos nos comentaban que no había muchos insumos de protección ante la pandemia que se venía, y ellos teniendo cifras verídicas nos empezaron a preocupar con lo que estaba sucediendo. Yo vi una iniciativa de que en Italia y España estaban fabricando este tipo de caretas, pues yo para poder [proteger] al menos a los míos, decidí empezar con un prototipo, junto con mi equipo de trabajo de diseño para poder realizar estas caretas”.

Fue hasta el viernes pasado cuando lograron diseñar el prototipo final. Hicieron algunas pruebas con médicos y fueron ellos quienes lo aprobaron y se lanzó el pasado lunes.

“Yo estaba pensando hacer una donación y dar las mil piezas que fabricamos, pero a partir de la publicación que lancé, ahorita tenemos una lista de espera de más de 100 mil médicos y personal de salud en todo el país que están pidiendo una. Entonces no nos estamos dando abasto, pero estamos tratando de llegar a la mayor comunidad posible”, dice.

Describe que todos los insumos para hacer las caretas están corriendo por su cuenta, y que ya elaboró más de mil en un primer tiraje, las cuales ya se enviaron a Michoacán y Tamaulipas; este miércoles también se enviaron para Chihuahua, Coahuila, Sinaloa y Sonora. Este jueves se planea enviarlas al Estado de México y la Ciudad de México.

Alex Garza planea hacer 100 caretas por cada unidad médica del país, pero no le alcanzarían los recursos, ni el tiempo.

“El costo de producción de la careta es de 37 pesos por unidad, eso incluye solamente la materia prima”, explica el empresario.

Ahora, lanza una convocatoria a todos los ciudadanos, empresarios o al propio gobierno para que sean “padrinos de hospitales” y donen recursos para apoyar.

“Queremos hacer un llamado a la comunidad, porque hay muchos mensajes de apoyo y solidaridad diciéndonos que cómo pueden apoyar económicamente. Queremos lanzar una publicación para buscar ‘padrinos de hospitales’, es decir, que una persona, un empresario de cualquier lugar, puede hacer una donación de estas caretas al hospital que él elija en su comunidad. Esperamos una donación por persona de 4 mil pesos, que incluiría 100 caretas de 37 pesos cada una y los 300 pesos del envío por paquetería, que cumple con los 4 mil pesos y esto se podría hacer mediante una aplicación”, explica.
",https://www.eluniversal.com.mx/nacion/crea-careta-para-proteger-quien-se-expone-al-virus
22,10/04/2020,"

México acuerda con OPEP reducir en 100 mil barriles diarios su producción petrolera

","
El presidente explicó que como parte del acuerdo, Estados Unidos se comprometió a reducir de manera adicional 250 mil barriles diarios de su producción del hidrocarburo ",Alberto Morales y Pedro Villa y Caña,"
El presidente Andrés Manuel López Obrador informó que, luego de la intervención del presidente de Estados Unidos, Donald Trump, México acordó con la OPEP reducir en 100 mil barriles diarios su producción de petróleo con el objeto de ayudar mejorar el precio internacional del hidrocarburo y la economía mundial.
Acompañado por el canciller Marcelo Ebrard, en su conferencia de prensa en Palacio Nacional, el presidente López Obrador explicó que como parte del acuerdo, Estados Unidos se comprometió a reducir de manera adicional 250 mil barriles diarios de su producción del hidrocarburo.
“Ayer toda la tarde, llegamos a un acuerdo de reducir en 100 millones de barriles diarios para evitar que se siga cayendo el precio y con esa medida estimular el precio del petróleo. Nos sostuvimos hasta el final porque nos ha costado mucho esfuerzo aumentar la producción”.
Leer también: Precio del petróleo cae más de 9% en Nueva York en plenas negociaciones de la OPEP
El presidente López Obrador dijo que habló ayer por la tarde con el presidente Trump para lograr ese acuerdo toda vez que se pretendía que México redujera en 23%, unos 400 mil barriles diarios, su producción.
“Lo notificamos tarde, ya es formal, ya cumplimos”, dijo el mandatario.
 
",https://www.eluniversal.com.mx/nacion/amlo-mexico-acuerda-con-opep-reducir-en-100-mil-barriles-de-petroleo
23,09/04/2020,"

Segob reitera que no hay vacaciones; exhorta a la población a quedarse en casa

","
En esta Semana Santa, la Secretaría de Gobernación recordó que no hay actividad vacacional ni turística, como parte de las medidas para contener la pandemia por Covid-19 ",Redacción,"
En esta Semana Santa, no hay actividad vacacional ni turística, recordó la Secretaría de Gobernación (Segob) como parte de las medidas para cuidar la salud de todos lo mexicanos ante la pandemia por Covid-19.
Como parte de las medidas de mitigación, la Segob exhorta a los ciudadanos a permanecer en casa durante estos días. 
Asimismo, la dependencia encabezada por Olga Sánchez Cordero reiteró que no habrá actividad turística, con el propósito de prevenir contagios del virus.
Puedes leer: Playas de Acapulco lucen limpias ante ausencia de turistas por Covid-19
La Segob solicitó mantener la Sana Distancia, suspender eventos y reuniones colectivas; proteger a adultos mayores, inhibir actividades que involucren la movilización de personas en el sector público, privado y social; e intensificar las medidas básicas de prevención.
Estas medidas son: el frecuente lavado de manos con agua y jabón, uso de gel antibacterial, estornudo con la parte interior del codo y medidas de aislamiento en caso de presentar algún cuadro de infección respiratoria.
Por último, pidió a la población a no compartir información falsa en perjuicio de la situación sanitaria.
",https://www.eluniversal.com.mx/nacion/sociedad/segob-reitera-que-no-hay-vacaciones-exhorta-la-poblacion-quedarse-en-casa
24,09/04/2020,"

México llega a 3 mil 441 casos de coronavirus; hay 194 muertos

","
Sigue aquí, en vivo, la conferencia diaria sobre el coronavirus realizada por la Secretaría de Salud, desde Palacio Nacional ",Redacción,"
Los casos positivos de coronavirus Covid-19 en México llegaron al corte de este jueves a 3 mil 441.
En conferencia de prensa, el doctor Hugo López-Gatell, subsecretario de Salud, informó que el número de fallecidos en el país son 194.
La fase 3 de la pandemia podría llegar en en 15 días, estima López-Gatell.
Durante la conferencia, el sector Salud presentó medidas para evitar un posible desabasto de sangre durante la etapa más dura de la contingencia de Covid-19, donde se prevé un mayor número de transfusiones.
La estrategia para el abastecimiento de sangre segura implica, entre otras cosas, garantizar la seguridad del donante y evitar los contagios de Covid-19 en la cadena de donantes.
Otra de las medidas es un call center para agendar citas a bancos de sangre, para evitar aglomeraciones de donantes.
Sobre la terapia de transfusión de plasma convaleciente para combatir el Covid-19, se dijo que es prometedora, por lo que necesita ser estudiada o analizada a fondo. El IMSS iniciará la recolección de plasma convaleciente, es decir la parte líquida de la sangre de personas que se recuperaron y contienen anticuerpos contra el SARS-CoV-2 que pueden ayudar a tratar a pacientes con Covid-19 graves.

Dos mujeres embarazadas fallecieron por Covid-19
La secretaría de Salud confirmó las primeras dos muertes en mujeres embarazadas por Covid-19 las cuales forman parte de los 194 decesos por la enfermedad en el país. Al día de hoy se han diagnosticado a 3 mil 441 mexicanos con coronavirus, 10 mil 105 casos sospechosos y 17 mil 950 que fueron descartados.
López–Gatell Ramírez, dio a conocer que las dos mujeres en periodo de gestación, quienes murieron por el nuevo coronavirus padecían obesidad y enfermedades crónicas.
“Quiero compartir una noticia triste, la muerte de dos mujeres embarazadas, una falleció después de que nació su hijo por cesárea, el bebé tuvo un tiempo corto de insuficiencia respiratoria, esperamos que se recupere, pero la mamá falleció, hay que destacar que una padecía obesidad mórbida e hipertensión y la otra diabetes gestacional y obesidad mórbida”.
El funcionario recordó que en 2009, durante la epidemia por influenza AH1N1, neumonía se convirtió en la segunda causa de muerte materna, cuando habitualmente, esta afección se encuentra en el posicionamiento 12 o 13.
“La epidemia de influenza fue la que convirtió a esta enfermedad en segunda causa de muerte materna, hay que tener mucho cuidado con mujeres embarazadas, hay que considerarlas muy susceptibles a fallecer”,
Sigue aquí, en vivo, la conferencia diaria sobre el coronavirus realizada por la Secretaría de Salud, desde Palacio Nacional:

Hasta este miércoles, la Secretaría de Salud había confirmado 3 mil 181 casos, más de 9 mil sospechosos y 174 muertos por Covid.19.
Ayer, el subsecretario de Salud, Hugo López-Gatell, informó que, según el modelo Centinela, estiman que existan alrededor de 26 mil casos en el país. 
Además, esta tarde la jefa de Gobierno, Claudia Sheinbaum, también estimó  que en la Ciudad de México hay más de 6 mil casos por coronavirus y pidió a los capitalinos que usen cubrebocas. 


cev/ml
",https://www.eluniversal.com.mx/nacion/coronavirus-9-de-abril-mexico-llega-3-mil-441-casos-de-covid-19-hay-194-muertos
